species,name,group
Dog,Jack Russell Terrier/Papillon,Toy; Terrier
Dog,Dachshund/Cavalier Span,Sporting; Hound
Dog,Rat Terrier/Cairn Terrier,Terrier
Dog,Siberian Husky/Border Collie,Herding; Working
Dog,Whippet/Rat Terrier,Hound; Terrier
Dog,Australian Cattle Dog/Pug,Herding; Toy
Dog,Bengal,Hound
Dog,Catahoula/Chinese Sharpei,Toy
Dog,Jack Russell Terrier/Cardigan Welsh Corgi,Herding; Terrier
Dog,Australian Cattle Dog/Chow Chow,Non-Sporting; Herding
Dog,Black Mouth Cur/Boxer,Hound; Working
Dog,Standard Poodle/Labrador Retriever,Sporting; Working
Dog,Pit Bull/German Shepherd,Herding; Terrier
Dog,Welsh Terrier,Terrier
Dog,Picardy Sheepdog Mix,Herding
Dog,Cardigan Welsh Corgi/Cardigan Welsh Corgi,Herding
Dog,Pointer/Queensland Heeler,Sporting; Herding
Dog,Siberian Husky/Cardigan Welsh Corgi,Herding; Working
Dog,Black/Tan Hound,Herding; Hound
Dog,Catahoula/Mastiff,Toy; Working
Dog,Blue Lacy/Australian Cattle Dog,Herding
Dog,Pug/Labrador Retriever,Sporting; Toy
Dog,Bruss Griffon/Yorkshire Terrier,Toy
Dog,Border Terrier/Pug,Toy; Terrier
Dog,Labrador Retriever Mix,Sporting
Dog,Boxer/American Bulldog,Hound; Working
Dog,Pomeranian/Shetland Sheepdog,Herding; Toy
Dog,Yorkshire Terrier/Chihuahua Longhair,Toy
Dog,Catahoula/Plott Hound,Hound; Toy
Dog,Cairn Terrier/Miniature Poodle,Toy; Terrier
Dog,Schipperke Mix,Non-Sporting
Dog,Miniature Pinscher/Chihuahua Shorthair,Toy
Dog,German Shepherd/Australian Kelpie,Herding; Terrier
Dog,Pit Bull/Boston Terrier,Non-Sporting; Terrier
Dog,Australian Cattle Dog/Collie Rough,Herding
Dog,Australian Cattle Dog/Chinese Sharpei,Herding; Toy
Dog,Boston Terrier/Rat Terrier,Non-Sporting; Terrier
Dog,Pit Bull/Dalmatian,Non-Sporting; Terrier
Dog,Border Collie/English Pointer,Herding; Sporting
Dog,Rottweiler/Pit Bull,Terrier; Working
Dog,Dachshund/Chihuahua Shorthair,Toy; Hound
Dog,Weimaraner,Sporting
Dog,German Shepherd/German Shepherd,Herding
Dog,Chihuahua Shorthair/Parson Russell Terrier,Toy; Terrier
Dog,Vizsla/Boxer,Sporting; Working
Dog,Chihuahua Shorthair/Shetland Sheepdog,Herding; Toy
Dog,Golden Retriever/Whippet,Sporting; Hound
Dog,Norfolk Terrier/Dachshund,Hound; Terrier
Dog,Australian Shepherd/Collie Rough,Herding
Dog,Rhod Ridgeback/Mastiff,Hound; Working
Dog,Labrador Retriever/American Pit Bull Terrier,Sporting; Terrier
Dog,Chihuahua Shorthair/Swedish Vallhund,Herding; Toy
Dog,Rat Terrier/Miniature Poodle,Toy; Terrier
Dog,Greyhound/Labrador Retriever,Sporting; Hound
Dog,Maine Coon Mix,Hound
Dog,German Shepherd/Great Dane,Herding; Working
Dog,Border Collie/American Staffordshire Terrier,Herding; Terrier
Dog,Boston Terrier/Pit Bull,Non-Sporting; Terrier
Dog,Rat Terrier/Chihuahua Shorthair,Toy; Terrier
Dog,Miniature Poodle/Yorkshire Terrier,Toy
Dog,Chihuahua Shorthair/Finnish Spitz,Non-Sporting; Toy
Dog,Russian Blue,Working
Dog,Australian Cattle Dog/Cardigan Welsh Corgi,Herding
Dog,Cardigan Welsh Corgi/English Setter,Herding; Sporting
Dog,French Bulldog Mix,Non-Sporting
Dog,Beagle/Boston Terrier,Non-Sporting; Hound
Dog,Australian Cattle Dog/German Shepherd,Herding
Dog,Beagle/Jack Russell Terrier,Hound; Terrier
Dog,Black Mouth Cur/Rhod Ridgeback,Hound
Dog,Chow Chow/Irish Setter,Non-Sporting; Sporting
Dog,Jack Russell Terrier/Maltese,Toy; Terrier
Dog,Catahoula/Pointer,Sporting; Toy
Dog,American Bulldog/Pointer,Sporting; Hound
Dog,Redbone Hound Mix,Hound
Dog,Parson Russell Terrier/Beagle,Hound; Terrier
Dog,Brittany/Labrador Retriever,Sporting
Dog,Shetland Sheepdog/Dachshund Longhair,Herding; Hound
Dog,Blue Lacy/Pointer,Herding; Sporting
Dog,Bichon Frise,Non-Sporting
Dog,Dachshund/Shih Tzu,Toy; Hound
Dog,Harrier/German Shepherd,Herding; Hound
Dog,Bruss Griffon/Dachshund,Hound; Toy
Dog,Dachshund Wirehair,Hound
Dog,Great Dane/Labrador Retriever,Sporting; Working
Dog,Tibetan Terrier Mix,Non-Sporting
Dog,Australian Cattle Dog/Plott Hound,Herding; Hound
Dog,Australian Shepherd/Pit Bull,Herding; Terrier
Dog,Manchester Terrier/Chihuahua Longhair,Toy; Terrier
Dog,German Shepherd/Border Collie,Herding
Dog,Australian Kelpie/Beagle,Hound; Terrier
Dog,Pug/Border Terrier,Toy; Terrier
Dog,Dachshund/Bull Terrier,Hound; Terrier
Dog,German Shepherd/Akita,Herding; Working
Dog,Miniature Poodle/English Cocker Spaniel,Sporting; Toy
Dog,Saluki Mix,Hound
Dog,Bullmastiff Mix,Working
Dog,Rat Terrier/Pembroke Welsh Corgi,Herding; Terrier
Dog,Australian Cattle Dog/Boston Terrier,Non-Sporting; Herding
Dog,Cocker Spaniel/Labrador Retriever,Sporting
Dog,Chinese Sharpei/Australian Cattle Dog,Herding; Toy
Dog,Australian Cattle Dog/Pointer,Herding; Sporting
Dog,Beagle/Boxer,Hound; Working
Dog,Whippet/Shetland Sheepdog,Herding; Hound
Dog,Cavalier Span,Sporting
Dog,Harrier Mix,Hound
Dog,Labrador Retriever/Beagle,Sporting; Hound
Dog,Cardigan Welsh Corgi/German Shepherd,Herding
Dog,Beagle,Hound
Dog,Border Collie/Australian Cattle Dog,Herding
Dog,Schipperke/Chihuahua Shorthair,Non-Sporting; Toy
Dog,Standard Poodle/Whippet,Hound; Working
Dog,Dalmatian Mix,Non-Sporting
Dog,St. Bernard Smooth Coat Mix,Working
Dog,Chihuahua Shorthair/Schipperke,Non-Sporting; Toy
Dog,Cardigan Welsh Corgi/Pointer,Herding; Sporting
Dog,Border Collie/Akita,Herding; Working
Dog,Golden Retriever/Standard Poodle,Sporting; Working
Dog,Standard Schnauzer/Standard Poodle,Working
Dog,Havana Brown Mix,Toy
Dog,Chihuahua Shorthair/Cirneco,Toy; Working
Dog,German Shorthair Pointer,Sporting
Dog,Bedlington Terr Mix,Terrier
Dog,Dachshund Longhair/Miniature Schnauzer,Hound; Terrier
Dog,German Shepherd/Nova Scotia Duck Tolling Retriever,Herding; Sporting
Dog,Yorkshire Terrier/Miniature Poodle,Toy
Dog,Boston Terrier/Miniature Schnauzer,Non-Sporting; Terrier
Dog,Labrador Retriever/Labrador Retriever,Sporting
Dog,Dogo Argentino/Chinese Sharpei,Toy; Working
Dog,Cavalier Span/Papillon,Sporting; Toy
Dog,Soft Coated Wheaten Terrier Mix,Terrier
Dog,Jack Russell Terrier/Miniature Schnauzer,Terrier
Dog,Border Collie/Great Pyrenees,Herding; Working
Dog,Coton De Tulear Mix,Non-Sporting
Dog,Anatol Shepherd/German Shepherd,Herding; Working
Dog,Catahoula/Border Collie,Herding; Toy
Dog,Miniature Poodle/West Highland,Toy; Terrier
Dog,Doberman Pinsch/Australian Cattle Dog,Herding; Working
Dog,Redbone Hound,Hound
Dog,Chihuahua Shorthair/Rat Terrier,Toy; Terrier
Dog,Basenji/Chihuahua Shorthair,Toy; Hound
Dog,Weimaraner Mix,Sporting
Dog,Australian Cattle Dog/Black Mouth Cur,Herding; Hound
Dog,Dachshund/German Pinscher,Hound; Working
Dog,Dutch Shepherd/Boxer,Herding; Working
Dog,Havanese,Toy
Dog,Siberian Husky/Australian Shepherd,Herding; Working
Dog,Black Mouth Cur/Dachshund,Hound
Dog,Rhod Ridgeback/Plott Hound,Hound
Dog,Australian Cattle Dog,Herding
Dog,Plott Hound/Black/Tan Hound,Herding; Hound
Dog,Whippet/Treeing Cur,Hound
Dog,Norfolk Terrier/Chihuahua Shorthair,Toy; Terrier
Dog,Miniature Schnauzer/Miniature Poodle,Toy; Terrier
Dog,Shiba Inu Mix,Non-Sporting
Dog,Basenji/Chihuahua Longhair,Toy; Hound
Dog,Manx/Domestic Shorthair,Non-Sporting; Sporting
Dog,Miniature Poodle/Australian Cattle Dog,Herding; Toy
Dog,Dachshund/Basset Hound,Hound
Dog,Collie Rough/Golden Retriever,Herding; Sporting
Dog,Jack Russell Terrier/Rat Terrier,Terrier
Dog,Carolina Dog/Chihuahua Shorthair,Toy; Working
Dog,Dandie Dinmont,Terrier
Dog,Collie Rough/German Shepherd,Herding
Dog,Flat Coat Retriever,Sporting
Dog,Pit Bull/Pug,Toy; Terrier
Dog,Collie Rough/Australian Cattle Dog,Herding
Dog,Bull Terrier Miniature Mix,Terrier
Dog,Akita/Pit Bull,Terrier; Working
Dog,Canaan Dog/Redbone Hound,Hound; Working
Dog,Siberian Husky/Great Pyrenees,Working
Dog,Boxer Mix,Working
Dog,Chihuahua Shorthair/Cocker Spaniel,Sporting; Toy
Dog,Treeing Cur Mix,Hound
Dog,Shih Tzu/Norfolk Terrier,Toy; Terrier
Dog,Labrador Retriever/Border Collie,Sporting; Herding
Dog,Pug/Pit Bull,Toy; Terrier
Dog,Australian Cattle Dog/Australian Kelpie,Herding; Terrier
Dog,Queensland Heeler/Parson Russell Terrier,Herding; Terrier
Dog,Great Pyrenees/Australian Cattle Dog,Herding; Working
Dog,Manchester Terrier/Jack Russell Terrier,Toy; Terrier
Dog,Doberman Pinsch,Working
Dog,Oriental Sh Mix,Herding
Dog,Toy Fox Terrier Mix,Toy
Dog,Border Collie Mix,Herding
Dog,Nova Scotia Duck Tolling Retriever/Golden Retriever,Sporting
Dog,Catahoula/Great Dane,Toy; Working
Dog,Siamese Mix,Working
Dog,Queensland Heeler/Shetland Sheepdog,Herding
Dog,Airedale Terrier/Labrador Retriever,Sporting; Terrier
Dog,Domestic Longhair Mix,Hound
Dog,Dachshund/Greyhound,Hound
Dog,Shih Tzu/Pekingese,Toy
Dog,Yorkshire Terrier/Miniature Schnauzer,Toy; Terrier
Dog,Miniature Poodle/Italian Greyhound,Toy
Dog,Australian Cattle Dog/Treeing Walker Coonhound,Herding; Hound
Dog,Pit Bull/Mastiff,Terrier; Working
Dog,Japanese Bobtail Mix,Toy
Dog,Dachshund/Catahoula,Toy; Hound
Dog,Jindo/Labrador Retriever,Sporting; Working
Dog,Maltese/Shih Tzu,Toy
Dog,Chihuahua Shorthair/Dachshund Wirehair,Hound; Toy
Dog,Domestic Shorthair/Domestic Medium Hair,Sporting; Terrier
Dog,Carolina Dog/Labrador Retriever,Sporting; Working
Dog,Staffordshire/Labrador Retriever,Sporting; Terrier
Dog,Chinese Sharpei,Toy
Dog,Pug/Staffordshire,Toy; Terrier
Dog,Border Collie/Doberman Pinsch,Herding; Working
Dog,Newfoundland Mix,Working
Dog,Basset Hound/Beauceron,Herding; Hound
Dog,American Shorthair Mix,Terrier
Dog,Collie Smooth/German Shepherd,Herding
Dog,Old English Sheepdog Mix,Herding
Dog,Border Collie/Greyhound,Herding; Hound
Dog,Pomeranian/Jack Russell Terrier,Toy; Terrier
Dog,Australian Cattle Dog/Belgian Malinois,Herding
Dog,Border Collie/Shetland Sheepdog,Herding
Dog,Doberman Pinsch/Vizsla,Sporting; Working
Dog,Norfolk Terrier/Border Terrier,Terrier
Dog,Black Mouth Cur/Staffordshire,Hound; Terrier
Dog,Black Mouth Cur Mix,Hound
Dog,Border Terrier/Miniature Poodle,Toy; Terrier
Dog,Pit Bull/Plott Hound,Hound; Terrier
Dog,Pit Bull/Australian Cattle Dog,Herding; Terrier
Dog,Mastiff,Working
Dog,Japanese Chin Mix,Toy
Dog,Papillon/Yorkshire Terrier,Toy
Dog,Chow Chow Mix,Non-Sporting
Dog,Boston Terrier/Australian Kelpie,Non-Sporting; Terrier
Dog,Golden Retriever/Brittany,Sporting
Dog,Akita/Labrador Retriever,Sporting; Working
Dog,Scottish Terrier Mix,Terrier
Dog,Shih Tzu/Miniature Poodle,Toy
Dog,Beagle/Australian Cattle Dog,Herding; Hound
Dog,Collie Rough/Australian Shepherd,Herding
Dog,Plott Hound/Pit Bull,Hound; Terrier
Dog,Beagle/Dachshund,Hound
Dog,American Bulldog/American Staffordshire Terrier,Hound; Terrier
Dog,Pbgv Mix,Toy
Dog,Miniature Schnauzer/Whippet,Hound; Terrier
Dog,Border Collie/English Springer Spaniel,Herding; Sporting
Dog,Belgian Malinois/German Shepherd,Herding
Dog,Boxer/Border Collie,Herding; Working
Dog,Border Collie/Jack Russell Terrier,Herding; Terrier
Dog,Carolina Dog/Pit Bull,Terrier; Working
Dog,Collie Smooth Mix,Herding
Dog,Boxer/Mastiff,Working
Dog,Border Collie/Anatol Shepherd,Herding; Working
Dog,Miniature Schnauzer/Border Collie,Herding; Terrier
Dog,Pug/Chihuahua Shorthair,Toy
Dog,Australian Shepherd/Plott Hound,Herding; Hound
Dog,Australian Shepherd/Border Collie,Herding
Dog,Brittany,Sporting
Dog,Tibetan Terrier/Lhasa Apso,Non-Sporting
Dog,Entlebucher Mix,Herding
Dog,Miniature Schnauzer/Border Terrier,Terrier
Dog,Australian Cattle Dog/Border Collie,Herding
Dog,Anatol Shepherd/Collie Rough,Herding; Working
Dog,Chihuahua Longhair/Dachshund,Hound; Toy
Dog,Jack Russell Terrier/Miniature Poodle,Toy; Terrier
Dog,Basset Hound/Labrador Retriever,Sporting; Hound
Dog,Vizsla/Labrador Retriever,Sporting
Dog,Exotic Shorthair Mix,Sporting
Dog,Vizsla/Golden Retriever,Sporting
Dog,Bullmastiff/Boxer,Working
Dog,Cocker Spaniel/Miniature Poodle,Sporting; Toy
Dog,Border Terrier/Affenpinscher,Toy; Terrier
Dog,Boxer/Boston Terrier,Non-Sporting; Working
Dog,Miniature Schnauzer/Yorkshire Terrier,Toy; Terrier
Dog,Labrador Retriever/German Shorthair Pointer,Sporting
Dog,Chow Chow/American Eskimo,Non-Sporting
Dog,Soft Coated Wheaten Terrier/Labrador Retriever,Sporting; Terrier
Dog,Munchkin Shorthair Mix,Sporting
Dog,German Shepherd/English Coonhound,Herding; Hound
Dog,Labrador Retriever/Staffordshire,Sporting; Terrier
Dog,American Pit Bull Terrier/Catahoula,Toy; Terrier
Dog,German Shepherd/Smooth Fox Terrier,Herding; Terrier
Dog,Plott Hound/Carolina Dog,Hound; Working
Dog,Border Collie/Great Dane,Herding; Working
Dog,Pointer/Anatol Shepherd,Sporting; Working
Dog,Great Pyrenees/Catahoula,Toy; Working
Dog,Australian Kelpie/German Shepherd,Herding; Terrier
Dog,Chow Chow/Basset Hound,Non-Sporting; Hound
Dog,German Shepherd/Australian Shepherd,Herding
Dog,Boston Terrier/Pug,Non-Sporting; Toy
Dog,Airedale Terrier/Miniature Schnauzer,Terrier
Dog,American Staffordshire Terrier/Jack Russell Terrier,Terrier
Dog,Shetland Sheepdog/Chihuahua Longhair,Herding; Toy
Dog,Golden Retriever/Beagle,Sporting; Hound
Dog,Field Spaniel Mix,Sporting
Dog,Beagle/Manchester Terrier,Toy; Hound; Terrier
Dog,Dachshund Wirehair/Chihuahua Shorthair,Toy; Hound
Dog,Cardigan Welsh Corgi/Rat Terrier,Herding; Terrier
Dog,Alaskan Malamute Mix,Working
Dog,Beagle/Harrier,Hound
Dog,Cairn Terrier,Terrier
Dog,Queensland Heeler/Pit Bull,Herding; Terrier
Dog,Pembroke Welsh Corgi/Brittany,Herding; Sporting
Dog,Cocker Spaniel/Australian Shepherd,Sporting; Herding
Dog,Australian Cattle Dog/Basenji,Herding; Hound
Dog,Catahoula/Anatol Shepherd,Toy; Working
Dog,Pointer/Harrier,Sporting; Hound
Dog,Redbone Hound/Labrador Retriever,Sporting; Hound
Dog,Pomeranian,Toy
Dog,Bloodhound,Hound
Dog,Boxer/Neapolitan Mastiff,Working
Dog,Boxer/Queensland Heeler,Herding; Working
Dog,Great Pyrenees/Anatol Shepherd,Working
Dog,English Springer Spaniel/Beagle,Sporting; Hound
Dog,Pointer/Collie Smooth,Sporting; Herding
Dog,Chihuahua Longhair/Jack Russell Terrier,Toy; Terrier
Dog,Dachshund Longhair/Pembroke Welsh Corgi,Herding; Hound
Dog,Plott Hound/Boxer,Hound; Working
Dog,Australian Kelpie/Alaskan Husky,Terrier; Working
Dog,Alaskan Malamute/Labrador Retriever,Sporting; Working
Dog,Irish Terrier Mix,Terrier
Dog,Eng Toy Spaniel Mix,Sporting
Dog,Maine Coon,Hound
Dog,Boxer/Black Mouth Cur,Hound; Working
Dog,Pembroke Welsh Corgi Mix,Herding
Dog,Snowshoe,Non-Sporting
Dog,Dachshund/Chihuahua Longhair,Toy; Hound
Dog,Great Pyrenees/Queensland Heeler,Herding; Working
Dog,Dachshund Wirehair/Standard Poodle,Hound; Working
Dog,Dachshund/Shetland Sheepdog,Herding; Hound
Dog,Labrador Retriever/Collie Rough,Sporting; Herding
Dog,Pit Bull/Catahoula,Toy; Terrier
Dog,Golden Retriever/Pembroke Welsh Corgi,Sporting; Herding
Dog,Alaskan Husky/Border Collie,Herding; Working
Dog,Cavalier Span/Jack Russell Terrier,Sporting; Terrier
Dog,Mexican Hairless Mix,Toy
Dog,Miniature Poodle/Cocker Spaniel,Sporting; Toy
Dog,Treeing Walker Coonhound,Hound
Dog,American Pit Bull Terrier/Pointer,Sporting; Terrier
Dog,English Pointer,Sporting
Dog,Queensland Heeler/Dachshund,Herding; Hound
Dog,Chihuahua Shorthair/Lhasa Apso,Non-Sporting; Toy
Dog,Mastiff/Rottweiler,Working
Dog,Catahoula/Alaskan Husky,Toy; Working
Dog,Chow Chow/German Shepherd,Non-Sporting; Herding
Dog,Vizsla/Catahoula,Sporting; Toy
Dog,Australian Cattle Dog/English Coonhound,Herding; Hound
Dog,Pit Bull/Beagle,Hound; Terrier
Dog,Collie Smooth/Golden Retriever,Herding; Sporting
Dog,Dachshund/Australian Kelpie,Hound; Terrier
Dog,Bull Terrier/Boxer,Terrier; Working
Dog,Chihuahua Shorthair/Australian Cattle Dog,Herding; Toy
Dog,Great Dane/Australian Cattle Dog,Herding; Working
Dog,Bruss Griffon,Toy
Dog,Miniature Poodle/Labrador Retriever,Sporting; Toy
Dog,Pit Bull/Rottweiler,Terrier; Working
Dog,Cocker Spaniel/Beagle,Sporting; Hound
Dog,Irish Wolfhound/Great Pyrenees,Hound; Working
Dog,Pembroke Welsh Corgi/Australian Shepherd,Herding
Dog,Catahoula/Chow Chow,Non-Sporting; Toy
Dog,Pharaoh Hound/Border Collie,Herding; Hound
Dog,Chow Chow/Siberian Husky,Non-Sporting; Working
Dog,Golden Retriever/German Shepherd,Sporting; Herding
Dog,Pointer/American Pit Bull Terrier,Sporting; Terrier
Dog,Lhasa Apso/Havanese,Non-Sporting; Toy
Dog,Akita/Great Pyrenees,Working
Dog,Welsh Terrier Mix,Terrier
Dog,Saluki/Labrador Retriever,Sporting; Hound
Dog,Bull Terrier Miniature,Terrier
Dog,Great Pyrenees/Pit Bull,Terrier; Working
Dog,Rottweiler/German Shepherd,Herding; Working
Dog,Australian Shepherd/Parson Russell Terrier,Herding; Terrier
Dog,Pembroke Welsh Corgi/Basset Hound,Herding; Hound
Dog,American Bulldog/Boxer,Hound; Working
Dog,Labrador Retriever/Australian Kelpie,Sporting; Terrier
Dog,Golden Retriever/Australian Cattle Dog,Sporting; Herding
Dog,Australian Shepherd/Dachshund,Herding; Hound
Dog,Siamese/Domestic Shorthair,Sporting; Working
Dog,Rat Terrier,Terrier
Dog,American Pit Bull Terrier/Labrador Retriever,Sporting; Terrier
Dog,Catahoula/Staffordshire,Toy; Terrier
Dog,Staffordshire/Blue Lacy,Herding; Terrier
Dog,Pointer,Sporting
Dog,Labrador Retriever/Black Mouth Cur,Sporting; Hound
Dog,Siberian Husky/Australian Cattle Dog,Herding; Working
Dog,Chihuahua Longhair/Pekingese,Toy
Dog,German Shepherd/Basenji,Herding; Hound
Dog,Bruss Griffon Mix,Toy
Dog,Yorkshire Terrier/Bruss Griffon,Toy
Dog,Cairn Terrier/Scottish Terrier,Terrier
Dog,Basset Hound/English Pointer,Sporting; Hound
Dog,Cairn Terrier/Border Collie,Herding; Terrier
Dog,Beagle/Standard Poodle,Hound; Working
Dog,Flat Coat Retriever/Golden Retriever,Sporting
Dog,Dachshund Wirehair/Chihuahua Longhair,Toy; Hound
Dog,Golden Retriever,Sporting
Dog,Cornish Rex Mix,Terrier
Dog,Samoyed,Working
Dog,Whippet/Dachshund,Hound
Dog,Chow Chow,Non-Sporting
Dog,Chihuahua Longhair/Maltese,Toy
Dog,Great Pyrenees/Siberian Husky,Working
Dog,Landseer Mix,Terrier
Dog,Irish Setter/Pit Bull,Sporting; Terrier
Dog,Collie Rough/Labrador Retriever,Herding; Sporting
Dog,American Bulldog/Mastiff,Hound; Working
Dog,Labrador Retriever/Golden Retriever,Sporting
Dog,Border Collie/Brittany,Herding; Sporting
Dog,Norwich Terrier/Yorkshire Terrier,Toy; Terrier
Dog,Flat Coat Retriever Mix,Sporting
Dog,French Bulldog,Non-Sporting
Dog,Silky Terrier/Yorkshire Terrier,Toy
Dog,Chihuahua Longhair Mix,Toy
Dog,Yorkshire Terrier/Norfolk Terrier,Toy; Terrier
Dog,Beagle/Chihuahua Longhair,Toy; Hound
Dog,Bloodhound Mix,Hound
Dog,Cardigan Welsh Corgi/Labrador Retriever,Herding; Sporting
Dog,Mastiff/Chinese Sharpei,Toy; Working
Dog,Boerboel Mix,Working
Dog,Australian Cattle Dog/Rat Terrier,Herding; Terrier
Dog,Siberian Husky/German Shepherd,Herding; Working
Dog,Pembroke Welsh Corgi/Australian Cattle Dog,Herding
Dog,Jack Russell Terrier/Pit Bull,Terrier
Dog,Catahoula/German Shepherd,Herding; Toy
Dog,Catahoula/Rottweiler,Toy; Working
